INFO 2016-10-27 19:10:19,804 signals: Student updated: Максим Ільчук (ID: 22)
INFO 2016-10-27 19:11:18,758 signals: Student added: Михайло Дубовий (ID: 31)
INFO 2016-10-27 19:16:57,507 signals: Student deleted: Роман Степан (ID: 23)
INFO 2016-10-28 13:31:25,447 signals: Exam updated: Algorithms(MTM-1 (Максим Рогожин)) (ID: 1)
INFO 2016-10-28 13:31:58,902 signals: Exam deleted: Математика(MTM-3 (Григорій Платун)) (ID: 8)
INFO 2016-10-28 13:32:46,560 signals: Exam added: Фізика(МТМ-8 (Олексій Таланов)) (ID: 9)
INFO 2016-10-28 13:33:38,925 signals: Group updated: MTM-4(Григорій Платун) (ID: 3)
INFO 2016-10-28 13:34:12,228 signals: Group deleted: testgroup(Кирил Панов) (ID: 6)
INFO 2016-10-28 13:35:12,906 signals: Group added: test(Артем Загребний) (ID: 7)
INFO 2016-10-28 13:35:25,564 signals: Group deleted: test(Артем Загребний) (ID: 7)
INFO 2016-10-28 13:36:29,402 signals: Exam deleted: Фізика(МТМ-8 (Олексій Таланов)) (ID: 9)
ERROR 2016-10-28 14:08:14,550 contact_admin: TestTestTest
TestTestTest
TestTestTest
Traceback (most recent call last):
  File "/data/work/virtualenvs/studentsdb/src/studentsdb/students/views/contact_admin.py", line 74, in form_valid
    send_mail(subject, message, from_email, [ADMIN_EMAIL])
  File "/data/work/virtualenvs/studentsdb/local/lib/python2.7/site-packages/django/core/mail/__init__.py", line 62, in send_mail
    return mail.send()
  File "/data/work/virtualenvs/studentsdb/local/lib/python2.7/site-packages/django/core/mail/message.py", line 286, in send
    return self.get_connection(fail_silently).send_messages([self])
  File "/data/work/virtualenvs/studentsdb/local/lib/python2.7/site-packages/django/core/mail/backends/smtp.py", line 92, in send_messages
    new_conn_created = self.open()
  File "/data/work/virtualenvs/studentsdb/local/lib/python2.7/site-packages/django/core/mail/backends/smtp.py", line 59, in open
    self.connection.login(self.username, self.password)
  File "/usr/lib/python2.7/smtplib.py", line 622, in login
    raise SMTPAuthenticationError(code, resp)
SMTPAuthenticationError: (534, '5.7.14 <https://accounts.google.com/signin/continue?sarp=1&scc=1&plt=AKgnsbsy\n5.7.14 8HksIm6LE2WlJLQAP2Tx1fN6VeITPPwi2giyiScntPR4ZfLSnx38WsR6XC3MD6WleORBCs\n5.7.14 Zo2SMNpCIyRnTzIesu509Dm8xd1n7OouNG_qzZLvKOeSlDfe_JvHawIbD-r17Eu3k2y0VQ\n5.7.14 qbQVe-95zdI74_YuU-cBYOMiXFTH0WvxBlWubJW6SpGIMxdcTFPVORoRvOZdg32THSylwe\n5.7.14 1FCQEtaYf01f7rOHW9u6SV13ndBvo> Please log in via your web browser and\n5.7.14 then try again.\n5.7.14  Learn more at\n5.7.14  https://support.google.com/mail/answer/78754 r20sm2074167lfr.19 - gsmtp')
INFO 2016-11-01 16:14:53,355 signals: Student deleted: Єгор Мартов (ID: 24)
INFO 2016-11-01 16:15:10,020 signals: Student updated: Григорій Платун (ID: 21)
INFO 2016-11-03 14:44:18,575 signals: Student updated: Михайло Дубовий (ID: 31)
INFO 2016-11-03 19:17:12,881 signals: Student updated: Андрій Рогожин (ID: 5)
INFO 2016-11-05 17:12:53,163 signals: Student updated: Клим В'яков (ID: 25)
INFO 2016-11-09 15:54:38,346 signals: Student updated: Артем Загребний (ID: 12)
INFO 2016-11-12 18:07:44,146 signals: Group added: Group1(None) (ID: 1)
INFO 2016-11-12 18:10:07,950 signals: Group added: Group1(None) (ID: 1)
INFO 2016-11-12 18:13:03,410 signals: Group added: Group1(None) (ID: 1)
INFO 2016-11-12 18:13:46,611 signals: Group added: Group1(None) (ID: 1)
INFO 2016-11-12 18:16:14,079 signals: Group added: Group1(None) (ID: 1)
INFO 2016-11-12 21:10:45,393 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:10:45,397 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:10:45,414 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:10:45,420 signals: Student added: Evgeniy Krasyuk (ID: 2)
INFO 2016-11-12 21:10:45,427 signals: Student added: John Dawson (ID: 3)
INFO 2016-11-12 21:10:45,434 signals: Student added: Mark Lutz (ID: 4)
INFO 2016-11-12 21:12:48,248 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:12:48,252 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:12:48,259 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:12:48,267 signals: Student added: Evgeniy Krasyuk (ID: 2)
INFO 2016-11-12 21:12:48,274 signals: Student added: John Dawson (ID: 3)
INFO 2016-11-12 21:12:48,281 signals: Student added: Mark Lutz (ID: 4)
INFO 2016-11-12 21:23:59,567 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:23:59,572 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:23:59,597 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:23:59,605 signals: Student added: Evgeniy Krasyuk (ID: 2)
INFO 2016-11-12 21:23:59,613 signals: Student added: John Dawson (ID: 3)
INFO 2016-11-12 21:23:59,621 signals: Student added: Mark Lutz (ID: 4)
INFO 2016-11-12 21:31:09,249 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:31:09,253 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:31:09,260 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:31:09,267 signals: Student added: Evgeniy Krasyuk (ID: 2)
INFO 2016-11-12 21:31:09,274 signals: Student added: John Dawson (ID: 3)
INFO 2016-11-12 21:31:09,282 signals: Student added: Mark Lutz (ID: 4)
INFO 2016-11-12 21:34:02,288 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:34:02,293 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:34:02,300 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:34:02,307 signals: Student added: Evgeniy Krasyuk (ID: 2)
INFO 2016-11-12 21:34:02,314 signals: Student added: John Dawson (ID: 3)
INFO 2016-11-12 21:34:02,321 signals: Student added: Mark Lutz (ID: 4)
INFO 2016-11-12 21:40:06,762 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:40:06,767 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:40:06,774 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:40:06,782 signals: Student added: Evgeniy Krasyuk (ID: 2)
INFO 2016-11-12 21:40:06,789 signals: Student added: John Dawson (ID: 3)
INFO 2016-11-12 21:40:06,796 signals: Student added: Mark Lutz (ID: 4)
INFO 2016-11-12 21:54:03,707 signals: Group added: MtM-1(None) (ID: 1)
INFO 2016-11-12 21:54:03,712 signals: Group added: MtM-2(None) (ID: 2)
INFO 2016-11-12 21:54:03,719 signals: Student added: Vitaliy Podoba (ID: 1)
INFO 2016-11-12 21:54:03,727 signals: Student added: Evgeniy Krasyuk (ID: 2)
